"symbol","total_prices","stock_from_date","stock_to_date","total_earnings","earnings_from_date","earnings_to_date"
"CNDT","610","2017-01-03","2019-06-06","10","2017-02-22","2019-05-08"
"CNET","2466","2009-08-14","2019-06-03","32","2010-03-31","2018-11-20"
"CNF","141","2018-11-13","2019-06-07","0","NULL","NULL"
"CNFR","957","2015-08-13","2019-06-03","16","2015-09-14","2019-05-08"
"CNFRL","144","2018-10-31","2019-06-07","0","NULL","NULL"
"CNHI","1431","2013-09-30","2019-06-06","22","2014-01-30","2019-05-07"
"CNI","5391","1998-01-02","2019-06-06","40","2009-07-20","2019-04-29"
"CNIT","2953","2006-09-12","2018-06-07","0","NULL","NULL"
"CNK","3052","2007-04-24","2019-06-06","41","2009-05-07","2019-05-07"
"CNMD","5388","1998-01-02","2019-06-03","40","2009-07-30","2019-04-24"
"CNNE","387","2017-11-20","2019-06-06","7","2018-03-14","2019-05-09"
"CNO","3962","2003-09-10","2019-06-06","41","2009-05-11","2019-04-29"
"CNOB","5388","1998-01-02","2019-06-03","24","2013-07-25","2019-04-25"
"CNP","5391","1998-01-02","2019-06-06","40","2009-08-05","2019-05-09"
"CNQ","4742","2000-07-31","2019-06-06","41","2009-05-07","2019-05-09"
"CNS","3728","2004-08-16","2019-06-06","40","2009-07-22","2019-04-17"
"CNSL","3489","2005-07-22","2019-06-03","41","2009-05-07","2019-04-25"
"CNST","223","2018-07-19","2019-06-07","3","2019-02-14","2019-05-08"
"CNTF","3542","2005-05-06","2019-06-03","28","2009-05-19","2016-03-28"
"CNTX","1121","2014-08-20","2019-02-01","0","NULL","NULL"
"CNTY","5388","1998-01-02","2019-06-03","41","2009-05-11","2019-05-09"
"CNX","5058","1999-04-30","2019-06-06","40","2009-07-30","2019-04-30"
"CNXM","357","2018-01-04","2019-06-06","19","2014-10-30","2019-04-30"
"CNXN","5348","1998-03-03","2019-06-03","22","2014-01-30","2019-05-02"
"CO","3041","2007-05-09","2019-06-06","36","2010-03-05","2018-11-27"
"COBZ","4666","2000-01-03","2018-07-19","0","NULL","NULL"
"COCP","2008","2011-05-19","2019-06-07","2","2019-04-01","2019-05-10"
"CODA","2662","2008-10-22","2019-06-03","8","2017-09-14","2019-06-13"
"CODI","3285","2006-05-18","2019-06-06","41","2009-05-08","2019-05-01"
"CODX","476","2017-07-12","2019-06-03","2","2019-04-02","2019-05-15"
"COE","752","2016-06-10","2019-06-06","10","2016-08-23","2018-12-17"
"COF","5391","1998-01-02","2019-06-06","40","2009-07-23","2019-04-25"
"COG","5391","1998-01-02","2019-06-06","40","2009-07-23","2019-04-26"
"COGT","2592","2007-12-27","2018-04-13","0","NULL","NULL"
"COHN","3796","2004-05-06","2019-06-05","25","2010-03-04","2018-10-31"
"COHR","5388","1998-01-02","2019-06-03","41","2009-05-07","2019-04-30"
"COHU","5388","1998-01-02","2019-06-03","41","2009-07-22","2019-05-06"
"COKE","5388","1998-01-02","2019-06-03","41","2009-05-07","2019-05-07"
"COL","4393","2001-06-15","2019-04-15","0","NULL","NULL"
"COLB","5388","1998-01-02","2019-06-03","40","2009-07-23","2019-04-25"
"COLD","347","2018-01-19","2019-06-06","5","2018-05-10","2019-05-07"
"COLL","1025","2015-05-07","2019-06-03","16","2015-08-12","2019-05-08"
"COLM","5330","1998-03-27","2019-06-03","40","2009-07-28","2019-04-25"
"COMM","1409","2013-10-25","2019-06-03","23","2013-11-07","2019-05-09"
"COMT","1164","2014-10-16","2019-06-03","0","NULL","NULL"
"CONE","1603","2013-01-18","2019-06-03","25","2013-05-08","2019-05-01"
"CONN","3905","2003-11-25","2019-06-03","41","2009-06-04","2019-05-31"
"COO","5391","1998-01-02","2019-06-06","41","2009-06-04","2019-05-30"
"COOL","4808","1999-08-17","2019-05-21","0","NULL","NULL"
"COOP","1810","2012-03-28","2019-06-07","6","2016-08-05","2019-05-01"
"COP","5391","1998-01-02","2019-06-06","40","2009-07-29","2019-04-30"
"COR","2190","2010-09-23","2019-06-06","35","2010-11-12","2019-04-24"
"CORE","3559","2005-04-13","2019-06-03","41","2009-05-08","2019-05-08"
"CORI","1094","2014-04-03","2018-08-06","0","NULL","NULL"
"CORR","3107","2007-02-02","2019-06-06","26","2013-02-13","2019-05-01"
"CORT","3810","2004-04-14","2019-06-03","41","2009-05-11","2019-05-09"
"CORV","4000","2003-07-17","2019-06-07","18","2014-03-27","2019-05-08"
"COST","5388","1998-01-02","2019-06-03","41","2009-05-28","2019-05-30"
"COT","5390","1998-01-02","2019-06-05","40","2009-07-27","2019-05-02"
"COTV","541","2016-05-26","2018-07-19","0","NULL","NULL"
"COTY","1506","2013-06-13","2019-06-06","24","2013-09-17","2019-05-08"
"COUP","1077","2014-03-07","2019-06-03","11","2016-12-05","2019-06-03"
"COWN","3244","2006-07-13","2019-06-03","39","2009-05-07","2019-04-25"
"COWNL","1047","2014-10-30","2019-06-07","0","NULL","NULL"
"COWNZ","366","2017-12-15","2019-06-03","0","NULL","NULL"
"CP","5391","1998-01-02","2019-06-06","40","2009-07-30","2019-04-23"
"CPA","3390","2005-12-15","2019-06-06","41","2009-05-06","2019-05-08"
"CPAC","1834","2012-02-22","2019-06-06","27","2012-07-27","2019-04-30"
"CPAH","3814","2004-04-07","2019-06-03","35","2009-12-15","2018-09-13"
"CPB","5391","1998-01-02","2019-06-06","41","2009-05-21","2019-06-05"
"CPE","5391","1998-01-02","2019-06-06","41","2009-05-11","2019-05-06"
"CPF","5391","1998-01-02","2019-06-06","39","2009-10-29","2019-04-24"
"CPG","3242","2006-07-20","2019-06-06","22","2014-03-12","2019-05-09"
"CPHC","2702","2008-09-08","2019-06-03","39","2009-05-13","2018-11-14"
"CPHI","4314","2002-04-17","2019-06-05","39","2009-05-15","2018-11-15"
"CPIX","2469","2009-08-11","2019-06-03","40","2009-08-27","2019-05-14"
"CPK","5391","1998-01-02","2019-06-06","41","2009-05-04","2019-05-08"
"CPL","3697","2004-09-29","2019-06-06","33","2009-05-14","2018-11-13"
"CPLA","2941","2006-11-10","2018-07-19","0","NULL","NULL"
"CPLG","257","2018-05-31","2019-06-07","3","2019-02-26","2019-05-14"
"CPLP","3065","2007-03-30","2019-06-03","39","2009-07-31","2019-05-13"
"CPN","2561","2008-01-10","2018-07-19","0","NULL","NULL"
"CPRI","1880","2011-12-15","2019-06-07","17","2014-02-04","2019-05-29"
"CPRT","5388","1998-01-02","2019-06-03","41","2009-06-03","2019-05-22"
"CPRX","3161","2006-11-08","2019-06-03","41","2009-05-14","2019-05-10"
"CPS","2272","2010-05-27","2019-06-06","23","2013-10-30","2019-05-01"
"CPSH","5388","1998-01-02","2019-06-03","35","2009-08-11","2018-10-31"
"CPSI","4288","2002-05-21","2019-06-03","40","2009-07-23","2019-05-02"
"CPSS","5388","1998-01-02","2019-06-03","40","2009-08-14","2019-04-18"
"CPST","4759","2000-06-30","2019-06-03","41","2009-06-15","2019-06-11"
"CPT","5391","1998-01-02","2019-06-06","40","2009-07-30","2019-05-02"
"CPTA","1431","2013-09-25","2019-06-03","23","2013-11-13","2019-05-06"
"CPTAG","503","2017-06-02","2019-06-03","0","NULL","NULL"
"CPTAL","510","2017-05-23","2019-06-03","0","NULL","NULL"
"CQH","1257","2013-12-13","2018-12-18","0","NULL","NULL"
"CQP","3074","2007-03-21","2019-06-05","41","2009-05-08","2019-02-27"
"CR","5391","1998-01-02","2019-06-06","40","2009-07-27","2019-04-29"
"CRAI","5311","1998-04-24","2019-06-03","40","2009-06-09","2019-05-02"
"CRAY","5388","1998-01-02","2019-06-03","40","2009-08-04","2019-05-07"
"CRBP","1146","2014-11-11","2019-06-03","18","2015-02-10","2019-05-09"
"CRC","1147","2014-11-13","2019-06-06","18","2015-02-19","2019-05-02"
"CRCM","1351","2014-01-24","2019-06-06","22","2014-02-26","2019-05-09"
"CRED","2910","2007-01-11","2018-08-10","0","NULL","NULL"
"CREE","5388","1998-01-02","2019-06-03","40","2009-08-11","2019-05-01"
"CREG","3654","2004-11-24","2019-06-03","34","2009-08-21","2018-05-15"
"CRESY","5388","1998-01-02","2019-06-03","29","2010-05-14","2018-11-12"
"CREX","1507","2013-05-31","2019-06-07","12","2014-12-01","2019-05-09"
"CREXW","59","2018-11-15","2019-06-07","0","NULL","NULL"
"CRF","5390","1998-01-02","2019-06-05","0","NULL","NULL"
"CRH","5391","1998-01-02","2019-06-06","0","NULL","NULL"
"CRHM","944","2015-09-03","2019-06-05","14","2015-10-29","2019-03-13"
"CRI","3930","2003-10-24","2019-06-06","40","2009-07-28","2019-04-30"
"CRIS","4738","2000-08-01","2019-06-03","40","2009-05-05","2019-03-26"
"CRK","5391","1998-01-02","2019-06-06","40","2009-05-04","2019-05-09"
"CRL","4767","2000-06-23","2019-06-06","41","2009-05-05","2019-05-07"
"CRM","3765","2004-06-23","2019-06-06","41","2009-05-21","2019-06-04"
"CRMD","2281","2010-05-13","2019-06-05","35","2010-11-09","2019-05-13"
"CRME","3738","2003-07-15","2018-06-07","0","NULL","NULL"
"CRMT","5388","1998-01-02","2019-06-03","41","2009-06-23","2019-05-21"
"CRNT","4735","2000-08-04","2019-06-03","40","2009-07-20","2019-05-06"
"CRNX","224","2018-07-18","2019-06-07","4","2019-02-12","2019-05-13"
"CRON","732","2016-07-12","2019-06-07","2","2019-03-26","2019-05-09"
"CROX","3351","2006-02-08","2019-06-03","41","2009-05-07","2019-05-07"
"CRR","5391","1998-01-02","2019-06-06","40","2009-07-30","2019-04-25"
"CRS","5391","1998-01-02","2019-06-06","40","2009-07-30","2019-04-25"
"CRSA","34","2019-04-18","2019-06-07","0","NULL","NULL"
"CRSAU","59","2019-03-08","2019-06-13","0","NULL","NULL"
"CRSAW","7","2019-04-17","2019-05-14","0","NULL","NULL"
"CRSP","658","2016-10-19","2019-06-03","11","2016-11-22","2019-04-29"
"CRT","5391","1998-01-02","2019-06-06","33","2010-10-25","2018-11-06"
"CRTO","1406","2013-10-30","2019-06-03","23","2013-11-14","2019-04-30"
"CRUS","5388","1998-01-02","2019-06-03","40","2009-07-22","2019-05-01"
"CRUSC","349","2018-01-11","2019-06-03","0","NULL","NULL"
"CRVL","5388","1998-01-02","2019-06-03","40","2009-06-04","2019-02-05"
"CRVP","4586","2000-01-03","2018-03-26","0","NULL","NULL"
"CRVS","804","2016-03-23","2019-06-03","13","2016-05-05","2019-05-09"
"CRWS","3940","2003-10-07","2019-06-03","41","2009-07-01","2019-06-13"
"CRY","5391","1998-01-02","2019-06-06","40","2009-07-30","2019-04-30"
"CRZO","5388","1998-01-02","2019-06-03","41","2009-05-11","2019-05-07"
"CS","5391","1998-01-02","2019-06-06","36","2009-11-05","2018-11-01"
"CSA","983","2015-07-08","2019-06-03","0","NULL","NULL"
"CSB","983","2015-07-08","2019-06-03","0","NULL","NULL"
"CSBK","3498","2004-05-11","2018-06-07","0","NULL","NULL"
"CSBR","3104","2007-02-02","2019-06-03","38","2009-09-14","2019-03-18"
"CSCO","5388","1998-01-02","2019-06-03","41","2009-05-06","2019-05-15"
"CSF","1217","2014-08-01","2019-06-03","0","NULL","NULL"
"CSFL","4613","2001-01-30","2019-06-03","38","2009-10-23","2019-04-23"
"CSGP","5264","1998-07-01","2019-06-03","40","2009-07-22","2019-04-23"
"CSGS","5388","1998-01-02","2019-06-03","40","2009-07-28","2019-05-01"
"CSII","3254","2006-06-28","2019-06-03","41","2009-05-06","2019-05-01"
"CSIQ","3160","2006-11-09","2019-06-03","41","2009-05-26","2019-05-30"
"CSJ","2910","2007-01-11","2018-08-10","0","NULL","NULL"
"CSL","5391","1998-01-02","2019-06-06","40","2009-07-22","2019-04-23"
"CSLT","1317","2014-03-14","2019-06-06","22","2014-05-07","2019-05-02"
"CSML","515","2017-05-16","2019-06-03","0","NULL","NULL"
"CSOD","2066","2011-03-17","2019-06-03","33","2011-05-12","2019-05-07"
"CSPI","5388","1998-01-02","2019-06-03","39","2009-05-06","2018-12-27"
"CSQ","3818","2004-04-01","2019-06-03","0","NULL","NULL"
"CSRA","590","2015-11-30","2018-04-04","0","NULL","NULL"
"CSS","5391","1998-01-02","2019-06-06","41","2009-05-21","2019-05-30"
"CSSE","449","2017-08-18","2019-06-03","6","2017-10-02","2019-05-15"
"CSSEP","238","2018-06-27","2019-06-07","0","NULL","NULL"
"CSTE","1810","2012-03-22","2019-06-03","29","2012-05-08","2019-05-01"
"CSTM","1520","2013-05-23","2019-06-06","23","2013-08-29","2019-04-24"
"CSTR","677","2016-09-22","2019-06-03","11","2016-10-27","2019-04-24"
"CSU","5391","1998-01-02","2019-06-06","41","2009-05-05","2019-05-09"
"CSV","5391","1998-01-02","2019-06-06","42","2009-05-06","2019-05-01"
"CSWC","5388","1998-01-02","2019-06-03","26","2012-02-08","2019-06-03"
"CSWCL","365","2017-12-18","2019-06-03","0","NULL","NULL"
"CSWI","923","2015-10-01","2019-06-03","15","2015-11-16","2019-05-22"
"CSX","5388","1998-01-02","2019-06-03","40","2009-07-13","2019-04-16"
"CTAA","843","2016-02-01","2019-06-06","0","NULL","NULL"
"CTAC","149","2018-10-30","2019-06-07","0","NULL","NULL"
"CTACU","162","2018-10-05","2019-06-06","0","NULL","NULL"
"CTACW","54","2018-10-31","2019-06-07","0","NULL","NULL"
"CTAS","5388","1998-01-02","2019-06-03","40","2009-07-15","2019-03-21"
"CTB","5391","1998-01-02","2019-06-06","41","2009-05-06","2019-04-29"
"CTBB","701","2016-08-23","2019-06-06","0","NULL","NULL"
"CTBI","5388","1998-01-02","2019-06-03","40","2009-07-15","2019-04-17"
"CTDD","530","2017-04-28","2019-06-06","0","NULL","NULL"
"CTEK","437","2017-09-08","2019-06-05","33","2011-05-17","2019-05-13"
"CTG","5388","1998-01-02","2019-06-03","24","2013-07-22","2019-04-18"
"CTHR","5388","1998-01-02","2019-06-03","39","2009-05-05","2018-11-01"
"CTIB","4031","2003-05-29","2019-06-03","39","2009-05-14","2018-11-13"
"CTIC","5388","1998-01-02","2019-06-03","41","2009-05-07","2019-05-02"
"CTK","173","2018-09-28","2019-06-07","4","2019-02-13","2019-06-03"
"CTL","5391","1998-01-02","2019-06-06","40","2009-08-06","2019-05-08"
"CTLT","1221","2014-07-31","2019-06-06","20","2014-09-04","2019-05-07"
"CTMX","918","2015-10-08","2019-06-03","15","2015-11-23","2019-05-09"
"CTO","5390","1998-01-02","2019-06-05","40","2009-07-16","2019-04-16"
"CTR","1746","2012-06-27","2019-06-06","0","NULL","NULL"
"CTRA","704","2016-08-18","2019-06-07","2","2019-04-01","2019-05-15"
"CTRC","4634","2001-01-02","2019-06-07","14","2014-02-13","2017-11-14"
"CTRE","1262","2014-05-29","2019-06-03","20","2014-08-13","2019-05-07"
"CTRL","1468","2013-08-02","2019-06-03","24","2013-08-29","2019-05-09"
"CTRM","86","2019-02-11","2019-06-13","0","NULL","NULL"
"CTRN","3534","2005-05-18","2019-06-03","41","2009-05-20","2019-05-23"
"CTRP","3896","2003-12-09","2019-06-03","41","2009-05-11","2019-05-22"
"CTRV","1336","2014-02-11","2019-06-03","9","2015-05-14","2018-05-15"
"CTS","5391","1998-01-02","2019-06-06","40","2009-07-27","2019-04-25"
"CTSH","5272","1998-06-19","2019-06-03","41","2009-05-05","2019-05-02"
"CTSO","1131","2013-11-07","2019-06-03","25","2013-04-03","2019-05-07"
"CTST","447","2017-08-24","2019-06-13","1","2019-03-28","2019-03-28"
"CTT","218","2017-09-07","2018-07-19","22","2014-03-13","2019-05-02"
"CTU","1532","2012-08-03","2019-04-02","0","NULL","NULL"
"CTV","1179","2014-09-30","2019-06-06","0","NULL","NULL"
"CTW","1589","2012-05-10","2018-08-31","0","NULL","NULL"
"CTWS","5388","1998-01-02","2019-06-03","40","2009-05-08","2019-05-08"
"CTX","1607","2012-04-03","2019-04-02","0","NULL","NULL"
"CTXR","480","2017-07-06","2019-06-03","1","2019-05-15","2019-05-15"
"CTXRW","247","2017-08-03","2019-05-31","0","NULL","NULL"
"CTXS","5388","1998-01-02","2019-06-03","40","2009-07-22","2019-04-24"
"CTY","1519","2013-05-24","2019-06-06","0","NULL","NULL"
"CTZ","933","2015-09-22","2019-06-06","0","NULL","NULL"
"CUB","5391","1998-01-02","2019-06-06","37","2009-05-07","2019-05-02"
"CUBA","5388","1998-01-02","2019-06-03","0","NULL","NULL"
"CUBE","3680","2004-10-22","2019-06-06","31","2011-11-03","2019-04-25"
"CUBI","1835","2012-02-21","2019-06-06","24","2013-07-15","2019-04-24"
"CUBS","1258","2013-08-02","2018-08-10","0","NULL","NULL"
"CUDA","1075","2013-11-06","2018-06-06","0","NULL","NULL"
"CUE","356","2018-01-02","2019-06-03","4","2018-08-13","2019-05-08"
"CUI","4960","1999-09-15","2019-06-03","30","2012-03-26","2019-05-15"
"CUK","4684","2000-10-23","2019-06-07","37","2009-09-22","2018-12-20"
"CULP","5392","1998-01-02","2019-06-07","21","2014-02-25","2019-06-12"
"CUO","5388","1998-01-02","2019-06-04","38","2009-05-19","2018-11-13"
"CUR","3132","2006-12-20","2019-06-03","38","2009-05-15","2018-11-14"
"CURO","376","2017-12-07","2019-06-07","5","2018-04-26","2019-04-29"
"CUTR","3819","2004-03-31","2019-06-03","41","2009-05-04","2019-05-09"
"CUZ","5392","1998-01-02","2019-06-07","41","2009-05-05","2019-04-24"
"CVA","5392","1998-01-02","2019-06-07","40","2009-07-22","2019-04-25"
"CVBF","5388","1998-01-02","2019-06-03","40","2009-07-15","2019-04-24"
"CVCO","4008","2003-07-01","2019-06-03","41","2009-05-14","2019-05-23"
"CVCY","5093","1999-03-08","2019-06-03","40","2009-07-14","2019-04-17"
"CVE","2404","2009-11-17","2019-06-07","38","2010-02-11","2019-04-24"
"CVEO","1273","2014-05-19","2019-06-07","20","2014-08-12","2019-04-26"
"CVET","86","2019-02-05","2019-06-07","2","2019-05-09","2019-05-15"
"CVG","5118","1998-08-13","2019-03-08","0","NULL","NULL"
"CVGI","3730","2004-08-09","2019-06-03","40","2009-08-04","2019-05-06"
"CVGW","4246","2002-07-22","2019-06-03","41","2009-06-03","2019-06-06"
"CVI","2926","2007-10-23","2019-06-07","40","2009-05-06","2019-04-24"
"CVIA","256","2018-06-01","2019-06-07","2","2019-03-21","2019-05-09"
"CVLT","3194","2006-09-22","2019-06-03","41","2009-05-13","2019-04-30"
"CVLY","5388","1998-01-02","2019-06-03","31","2011-07-19","2019-01-17"
"CVM","5390","1998-01-02","2019-06-05","39","2009-05-15","2018-12-20"
"CVNA","531","2017-04-28","2019-06-07","11","2017-06-06","2019-05-09"
"CVO","5067","1998-01-02","2019-05-08","0","NULL","NULL"
"CVR","5390","1998-01-02","2019-06-05","39","2009-05-11","2018-11-06"
"CVRR","1520","2013-01-17","2019-05-10","0","NULL","NULL"
"CVRS","1190","2014-09-12","2019-06-05","15","2015-11-12","2019-05-07"
"CVS","5392","1998-01-02","2019-06-07","41","2009-05-05","2019-05-01"
"CVTI","5388","1998-01-02","2019-06-03","40","2009-07-27","2019-04-25"
"CVU","5390","1998-01-02","2019-06-05","41","2009-05-12","2019-05-10"
"CVV","5098","1999-03-01","2019-06-03","38","2009-05-14","2018-11-14"
"CVX","5392","1998-01-02","2019-06-07","40","2009-07-31","2019-04-26"
"CW","5392","1998-01-02","2019-06-07","40","2009-07-27","2019-05-08"
"CWAY","1182","2014-01-15","2018-09-24","0","NULL","NULL"
"CWBC","5388","1998-01-02","2019-06-03","39","2009-07-15","2019-01-25"
"CWBR","1094","2015-01-28","2019-06-03","9","2016-11-14","2018-11-14"
"CWCO","5388","1998-01-02","2019-06-03","42","2009-05-11","2019-05-13"
"CWEN","1484","2013-07-17","2019-06-07","16","2014-05-06","2019-05-07"
"CWH","670","2016-10-07","2019-06-07","14","2014-02-27","2019-05-08"
"CWK","213","2018-08-02","2019-06-07","2","2019-02-27","2019-05-07"
"CWST","5388","1998-01-02","2019-06-03","40","2009-06-15","2019-04-30"
"CWT","5390","1998-01-02","2019-06-05","40","2009-07-29","2019-04-25"
"CX","4964","1999-09-15","2019-06-07","38","2009-07-28","2019-04-25"
"CXDC","2940","2007-09-27","2019-06-03","39","2009-05-13","2018-11-05"
"CXE","5392","1998-01-02","2019-06-07","0","NULL","NULL"
"CXH","5392","1998-01-02","2019-06-07","0","NULL","NULL"
"CXO","2982","2007-08-03","2019-06-07","41","2009-05-06","2019-04-30"
"CXP","1424","2013-10-10","2019-06-07","23","2013-11-05","2019-04-25"
"CXRX","749","2015-06-29","2019-05-08","0","NULL","NULL"
"CXSE","1684","2012-09-20","2019-06-03","0","NULL","NULL"
"CXW","5392","1998-01-02","2019-06-07","41","2009-05-07","2019-05-08"
"CY","5388","1998-01-02","2019-06-03","40","2009-07-16","2019-04-25"
"CYAD","995","2015-06-19","2019-06-03","0","NULL","NULL"
"CYAN","5388","1998-01-02","2019-06-03","39","2009-06-24","2018-11-12"
"CYBE","5388","1998-01-02","2019-06-03","40","2009-07-29","2019-04-24"
"CYBR","1180","2014-09-24","2019-06-03","19","2014-11-12","2019-05-14"
"CYCC","3795","2004-05-05","2019-06-03","42","2009-05-14","2019-05-14"
"CYCCP","3386","2005-11-30","2019-05-31","0","NULL","NULL"
"CYCN","47","2019-04-02","2019-06-07","0","NULL","NULL"
"CYCNV","11","2019-03-18","2019-04-01","0","NULL","NULL"
"CYD","5392","1998-01-02","2019-06-07","39","2009-11-10","2019-05-10"
"CYH","4778","2000-06-09","2019-06-07","40","2009-07-30","2019-04-30"
"CYHHZ","1081","2014-09-24","2019-01-11","0","NULL","NULL"
"CYOU","2559","2009-04-02","2019-06-03","41","2009-05-04","2019-04-29"
"CYRN","5005","1999-07-13","2019-06-03","21","2014-02-24","2019-05-15"
"CYRX","3606","2005-02-03","2019-06-03","27","2012-02-21","2019-05-02"
"CYRXW","928","2015-07-24","2019-06-03","0","NULL","NULL"
"CYS","2301","2009-06-16","2019-05-06","0","NULL","NULL"
"CYTK","3799","2004-04-29","2019-06-03","40","2009-07-29","2019-05-09"
"CYTR","5388","1998-01-02","2019-06-03","41","2009-05-12","2019-05-15"
"CYTX","4662","2000-11-16","2019-06-03","41","2009-05-11","2019-05-14"
"CYTXW","546","2016-06-15","2019-01-18","0","NULL","NULL"
"CYTXZ","184","2018-05-25","2019-06-07","0","NULL","NULL"
"CZFC","5077","1999-03-30","2019-06-03","39","2009-07-28","2019-01-22"
"CZNC","5388","1998-01-02","2019-06-03","32","2009-11-09","2019-04-18"
"CZR","1840","2012-02-08","2019-06-03","30","2012-02-29","2019-05-01"
"CZWI","3820","2004-03-30","2019-06-03","31","2011-11-30","2019-04-26"
"CZZ","2961","2007-09-04","2019-06-07","25","2012-02-08","2018-11-09"
"D","5392","1998-01-02","2019-06-07","40","2009-07-31","2019-05-03"
"DAC","3182","2006-10-16","2019-06-07","39","2009-07-27","2019-05-13"
"DAIO","5388","1998-01-02","2019-06-03","40","2009-07-23","2019-04-25"
